nom,prix,type,annee,kilometrage,localisation
Western Star 4700SF,Pas de prix,Dump Trucks,2015,298193,"Lake Worth, Texas,  US"
Freightliner M2106,Pas de prix,Box trucks,2016,506494,"Phoenix, Arizona,  US"
Chevrolet Silverado 3500HD,Pas de prix,Flatbed Trucks,2016,67865,"Phoenix, Arizona,  US"
Chevrolet Silverado 3500HD,Pas de prix,Flatbed Trucks,2016,Non spécifié,"Phoenix, Arizona,  US"
Freightliner M2106,Pas de prix,Dump Trucks,2009,19953,"Perris, California,  US"
Peterbilt 335,"80,000 USD",Tank Trucks,2006,Non spécifié,"Lake Worth, Texas,  US"
Freightliner M2 106,Pas de prix,Flatbed Trucks,2018,204812,"Perris, California,  US"
Peterbilt 567,"189,999 USD",Dump Trucks,2023,Non spécifié,"Philadelphia, Pennsylvania,  US"
Chevrolet C8500,"8,500 USD",Other Trucks,2006,Non spécifié,"Trenton, New Jersey,  US"
"Peterbilt 384 10' Dump Truck, Cummins ISX12, 10 Spd Manual","79,500 USD",Dump Trucks,2013,82355,"Denver, Colorado,  US"
Freightliner M2 106,Pas de prix,Box trucks,2023,381690,"Morris, Illinois,  US"
Chevrolet Kodiak,Pas de prix,Dump Trucks,2000,182795,"Morris, Illinois,  US"
Peterbilt 567,"225,000 USD",Dump Trucks,2025,Non spécifié,"Philadelphia, Pennsylvania,  US"
"Freightliner M2-106 Crew Cab 24' Box Truck, 2,500 Lbs. Liftgate","35,500 USD",Box trucks,2013,154968,"Denver, Colorado,  US"
Ford F750,"15,000 USD",Dump Trucks,2000,Non spécifié,"Trenton, New Jersey,  US"
International 8600,Pas de prix,Flatbed Trucks,2009,335223,"Morris, Illinois,  US"
Volvo VHD84B,Pas de prix,Skip loader trucks,2013,326013,"Morris, Illinois,  US"
Peterbilt 567,"189,999 USD",Dump Trucks,2023,Non spécifié,"Philadelphia, Pennsylvania,  US"
Kenworth (OBSOLETE) 4K TRUCK,"89,032 USD",Tank Trucks,2016,Non spécifié,"Apache Junction, Arizona,  US"
International 4K TRK AZ,"94,030 USD",Tank Trucks,2019,Non spécifié,"Eloy, Arizona,  US"
Kenworth (OBSOLETE) 4K TRUCK,"97,803 USD",Tank Trucks,2017,Non spécifié,"Apache Junction, Arizona,  US"
Kenworth (OBSOLETE) 4K TRK AZ,"75,446 USD",Tank Trucks,2013,Non spécifié,"Mesa, AZ,  US"
Freightliner M Line,"39,500 USD",Dump Trucks,2014,146000,"Castaic, California,  US"
Kenworth W 900,"68,750 USD",Dump Trucks,2001,733000,"Greer, South Carolina,  US"
Peterbilt 367,"118,750 USD",Dump Trucks,2016,449000,"Greer, South Carolina,  US"
Ford E350,Pas de prix,Box trucks,2021,119046,"North East, Maryland,  US"
Volvo VHD,Pas de prix,Tank Trucks,2008,53021,"North East, Maryland,  US"
Sterling L9500,Pas de prix,Boom / Crane / Bucket Trucks,2009,68305,"North East, Maryland,  US"
Hino 268,Pas de prix,Box trucks,2019,176085,"Davenport, Florida,  US"
Peterbilt 337,Pas de prix,Box trucks,2012,569767,"Davenport, Florida,  US"
Ford F-350,Pas de prix,Dump Trucks,2008,194838,"Davenport, Florida,  US"
Hino 338,Pas de prix,Box trucks,2012,392306,"Davenport, Florida,  US"
Peterbilt 348,Pas de prix,Dump Trucks,2020,87544,"Lake Worth, Texas,  US"
Mack Granite,Pas de prix,Dump Trucks,2023,41171,"Lake Worth, Texas,  US"
RAM 3500,Pas de prix,Flatbed Trucks,2016,187695,"Davenport, Florida,  US"
Chevrolet Silverado 3500HD,Pas de prix,Flatbed Trucks,2008,234189,"Davenport, Florida,  US"
Mitsubishi Fuso 4x2 Crew Cab Flatbed Dump Truck,Pas de prix,Dump Trucks,2005,108589,"Davenport, Florida,  US"
Peterbilt Truck Sleeper,Pas de prix,Other Trucks,Non spécifiée,Non spécifié,"Davenport, Florida,  US"
Mack 84FR,Pas de prix,Dump Trucks,2022,98844,"Lake Worth, Texas,  US"
Peterbilt 567,Pas de prix,Dump Trucks,2024,36441,"Lake Worth, Texas,  US"
Mack GR84F,Pas de prix,Dump Trucks,2023,60761,"Lake Worth, Texas,  US"
Volvo VHD64B300,Pas de prix,Dump Trucks,2022,76377,"Lake Worth, Texas,  US"
Mack Granite GR84F,Pas de prix,Dump Trucks,2023,62703,"Lake Worth, Texas,  US"
Peterbilt 348,Pas de prix,Dump Trucks,2020,92642,"Lake Worth, Texas,  US"
Mack Granite GR84F,Pas de prix,Dump Trucks,2023,78606,"Lake Worth, Texas,  US"
Truck Axle,Pas de prix,Dump Trucks,Non spécifiée,Non spécifié,"Davenport, Florida,  US"
International 4300,Pas de prix,Dump Trucks,2013,211998,"Lake Worth, Texas,  US"
Kenworth W900,Pas de prix,Concrete Trucks,2008,244305,"Lake Worth, Texas,  US"
Freightliner 108SD,Pas de prix,Tank Trucks,2022,Non spécifié,"Lake Worth, Texas,  US"
Peterbilt 567,Pas de prix,Dump Trucks,2023,97942,"Lake Worth, Texas,  US"
Volvo VHD84F300,Pas de prix,Dump Trucks,2022,99375,"Lake Worth, Texas,  US"
Mack Granite,Pas de prix,Dump Trucks,2023,43550,"Lake Worth, Texas,  US"
Chevrolet Silverado 3500,Pas de prix,Flatbed Trucks,2004,102823,"Davenport, Florida,  US"
International 4300,Pas de prix,Box trucks,2018,283321,"Davenport, Florida,  US"
International 4300,Pas de prix,Box trucks,2013,183748,"Lake Worth, Texas,  US"
Truck Axle,Pas de prix,Dump Trucks,Non spécifiée,Non spécifié,"Davenport, Florida,  US"
Ford F-750,Pas de prix,Tank Trucks,2022,30011,"Lake Worth, Texas,  US"
Ford F-350,Pas de prix,Flatbed Trucks,2013,268238,"Davenport, Florida,  US"
Mack Granite GR84F,Pas de prix,Dump Trucks,2023,48344,"Lake Worth, Texas,  US"
Ford F-350,Pas de prix,Flatbed Trucks,2020,Non spécifié,"Lake Worth, Texas,  US"
Peterbilt Truck Hood,Pas de prix,Other Trucks,Non spécifiée,Non spécifié,"Davenport, Florida,  US"
Truck Axle,Pas de prix,Dump Trucks,Non spécifiée,Non spécifié,"Davenport, Florida,  US"
Freightliner M2106,Pas de prix,Box trucks,2016,262967,"Davenport, Florida,  US"
Hino 268,Pas de prix,Box trucks,2016,692391,"Davenport, Florida,  US"
Peterbilt Truck Hood,Pas de prix,Other Trucks,Non spécifiée,Non spécifié,"Davenport, Florida,  US"
Kenworth W900,Pas de prix,Concrete Trucks,2007,Non spécifié,"Lake Worth, Texas,  US"
Mack Granite,Pas de prix,Dump Trucks,2023,48638,"Lake Worth, Texas,  US"
Peterbilt 567,Pas de prix,Dump Trucks,2024,61741,"Lake Worth, Texas,  US"
Volvo VHD84F300,Pas de prix,Dump Trucks,2022,80044,"Lake Worth, Texas,  US"
Mack GR84F,Pas de prix,Dump Trucks,2023,63940,"Lake Worth, Texas,  US"
Mack Granite,Pas de prix,Dump Trucks,2023,75656,"Lake Worth, Texas,  US"
"International MV 607 24' Box Truck With 4,400lb Liftgate","54,500 USD",Box trucks,2021,59017,"Denver, Colorado,  US"
"Ford E350 14' Box Truck, With 2,500 Lbs. Railgate","58,500 USD",Box trucks,2024,10747,"Denver, Colorado,  US"
"Isuzu FTR 26' Box Truck with 4,400lb Liftgate","104,500 USD",Box trucks,2024,5546,"Denver, Colorado,  US"
Freightliner M2,Pas de prix,Flatbed Trucks,2018,105502,"Chehalis, Washington,  US"
Hino 338,Pas de prix,Box trucks,2014,177423,"Perris, California,  US"
Volvo VNL300,Pas de prix,Dump Trucks,2015,544077,"Perris, California,  US"
Peterbilt 348,Pas de prix,Box trucks,2020,275781,"Morris, Illinois,  US"
Dodge 5500,Pas de prix,Dump Trucks,2014,82859,"Morris, Illinois,  US"
Dodge Ram 5500,Pas de prix,Dump Trucks,2009,239132,"Morris, Illinois,  US"
Ford F750 SUPER DUTY 4X2,"4,900 USD",Cab & Chassis Trucks,2006,Non spécifié,"Austin, Texas,  US"
Kenworth T800,"164,900 USD",Dump Trucks,2020,Non spécifié,"Cincinnatti, Ohio,  US"
Peterbilt 348,Pas de prix,Box trucks,2020,224262,"Morris, Illinois,  US"
Kenworth T680,"54,900 USD",Other Trucks,2021,Non spécifié,"Rockford,  US"
Dodge Ram 5500,Pas de prix,Flatbed Trucks,2012,164266,"Morris, Illinois,  US"
Ford F-550,Pas de prix,Dump Trucks,2011,218058,"Morris, Illinois,  US"
International 7600,"34,900 USD",Other Trucks,2007,Non spécifié,"Birmingham, Alabama,  US"
International 4300,Pas de prix,Box trucks,2017,381690,"Morris, Illinois,  US"
Kenworth T680,"54,900 USD",Other Trucks,2021,Non spécifié,"Rockford,  US"
International 7600,"74,000 USD",Dump Trucks,2012,Non spécifié,"Port Charlotte, Florida,  US"
Freightliner M2 106,"75,000 USD",Other Trucks,2017,Non spécifié,"Perris, California,  US"
Peterbilt 337,"20,000 USD",Box trucks,2014,Non spécifié,"St. Louis, Missouri,  US"
Freightliner M2 106,"87,500 USD",Tank Trucks,2019,220652,"New Boston, Texas,  US"
Freightliner M2,"39,000 USD",Box trucks,2018,85852,"Middletown, Connecticut,  US"
Kenworth (OBSOLETE) 6Y DMP AZ,"95,001 USD",Tank Trucks,2018,Non spécifié,"Yuma, Arizona,  US"
Kenworth (OBSOLETE) 6Y DMP AZ,"95,073 USD",Tank Trucks,2018,Non spécifié,"Mesa, Arizona,  US"
Kenworth (OBSOLETE) 6Y DMP AZ,"94,680 USD",Tank Trucks,2018,Non spécifié,"Apache Junction, Arizona,  US"
Kenworth (OBSOLETE) 4K TRK AZ,"114,784 USD",Tank Trucks,2018,Non spécifié,"Tucson, Arizona,  US"
Kenworth (OBSOLETE) 4K TRK AZ,"113,701 USD",Tank Trucks,2018,Non spécifié,"Flagstaff, Arizona,  US"
Kenworth (OBSOLETE) 4K TRK AZ,"107,671 USD",Tank Trucks,2018,Non spécifié,"Safford, Arizona,  US"
International 4K TRK AZ,"95,890 USD",Tank Trucks,2019,Non spécifié,"Phoenix, Arizona,  US"
Kenworth (OBSOLETE) 4K TRK AZ,"90,184 USD",Tank Trucks,2017,Non spécifié,"Safford, AZ,  US"
International 4K TRK AZ,"96,601 USD",Tank Trucks,2019,Non spécifié,"Flagstaff, Arizona,  US"
International 4K TRK AZ,"99,049 USD",Tank Trucks,2019,Non spécifié,"Safford, Arizona,  US"
Freightliner M2 106,Pas de prix,Box trucks,2018,55612,"North East, Maryland,  US"
Freightliner M2 106,Pas de prix,Reefer Trucks,2020,214552,"North East, Maryland,  US"
Isuzu NPR HD,Pas de prix,Box trucks,2019,Non spécifié,"North East, Maryland,  US"
Mack GU713 Granite,Pas de prix,Dump Trucks,2015,486151,"North East, Maryland,  US"
Hino 338,Pas de prix,Flatbed Trucks,2019,250689,"North East, Maryland,  US"
Freightliner M2106,Pas de prix,Box trucks,2020,111853,"North East, Maryland,  US"
Freightliner M2106,Pas de prix,Box trucks,2018,Non spécifié,"North East, Maryland,  US"
RAM 3500,Pas de prix,Box trucks,2015,211175,"Davenport, Florida,  US"
Ford F-450,Pas de prix,Box trucks,2018,192805,"Newnan, Georgia,  US"
RAM 3500,Pas de prix,Flatbed Trucks,2020,170640,"Lake Worth, Texas,  US"
Ford F-350,Pas de prix,Flatbed Trucks,2019,198281,"Lake Worth, Texas,  US"
RAM 5500,Pas de prix,Flatbed Trucks,2021,141336,"Lake Worth, Texas,  US"
GMC G3500,Pas de prix,Reefer Trucks,2022,84892,"Davenport, Florida,  US"
Freightliner Cascadia 125,Pas de prix,Box trucks,2013,550110,"Lake Worth, Texas,  US"
International Durastar 4300,Pas de prix,Box trucks,2017,317734,"Newnan, Georgia,  US"
Freightliner M2106,Pas de prix,Dump Trucks,2015,Non spécifié,"Lake Worth, Texas,  US"
International 4300,Pas de prix,Box trucks,2012,292524,"Newnan, Georgia,  US"
Hino 268,Pas de prix,Box trucks,2015,899281,"Lake Worth, Texas,  US"
Mack DM690S,Pas de prix,Skip loader trucks,1992,374218,"Lake Worth, Texas,  US"
Peterbilt 388,Pas de prix,Car Haulers,2013,1063240,"Davenport, Florida,  US"
Sterling LT9500,Pas de prix,Concrete Trucks,2000,Non spécifié,"Lake Worth, Texas,  US"
Freightliner 114SD,Pas de prix,Dump Trucks,2019,Non spécifié,"Lake Worth, Texas,  US"
International 4300,Pas de prix,Reefer Trucks,2014,275054,"Lake Worth, Texas,  US"
Freightliner FLD 120,Pas de prix,Dump Trucks,2008,102256,"Davenport, Florida,  US"
Mack GU813,Pas de prix,Dump Trucks,2016,Non spécifié,"Davenport, Florida,  US"
GMC Sierra 3500HD,Pas de prix,Flatbed Trucks,2016,222556,"Davenport, Florida,  US"
International 4300,Pas de prix,Reefer Trucks,2014,203206,"Lake Worth, Texas,  US"
Peterbilt 567,Pas de prix,Dump Trucks,2018,667924,"Davenport, Florida,  US"
Freightliner M2 106,Pas de prix,Box trucks,2018,320125,"Newnan, Georgia,  US"
Kenworth T680,"45,000 USD",Other Trucks,2020,572001,Elite Trucks USA
International 4300,Pas de prix,Box trucks,2011,149052,"Chehalis, Washington,  US"
International 4300,Pas de prix,Box trucks,2015,250568,"Chehalis, Washington,  US"
Isuzu NRR,Pas de prix,Reefer Trucks,2020,133257,"Perris, California,  US"
GMC W4500,Pas de prix,Reefer Trucks,2005,161712,"Chehalis, Washington,  US"
Mitsubishi FE180,Pas de prix,Box trucks,2006,Non spécifié,"Phoenix, Arizona,  US"
Freightliner M2106,Pas de prix,Box trucks,2018,184104,"Chehalis, Washington,  US"
International 4300,Pas de prix,Box trucks,2014,293166,"Chehalis, Washington,  US"
Freightliner M2106,Pas de prix,Box trucks,2005,306521,"Chehalis, Washington,  US"
Chevrolet Silverado 3500,Pas de prix,Flatbed Trucks,2002,Non spécifié,"Perris, California,  US"
Freightliner M2106,Pas de prix,Box trucks,2019,119329,"Phoenix, Arizona,  US"
Ford F-550,Pas de prix,Flatbed Trucks,2017,75076,"Chehalis, Washington,  US"
Freightliner M2106,Pas de prix,Box trucks,2018,335878,"Morris, Illinois,  US"
Peterbilt 567,"169,999 USD",Dump Trucks,2022,Non spécifié,"Philadelphia, Pennsylvania,  US"
Ford F750 4X2,"23,500 USD",Cab & Chassis Trucks,2008,Non spécifié,"Austin, Texas,  US"
Freightliner M2-106 Plus 12' Dump Truck,"132,500 USD",Dump Trucks,2027,1944,"Denver, Colorado,  US"
Mack RD688S,"19,900 USD",Dump Trucks,1997,Non spécifié,"Cincinnatti, Ohio,  US"
Mack GR64F,"145,000 USD",Dump Trucks,2020,Non spécifié,"Philadelphia, Pennsylvania,  US"
Freightliner M2,"43,900 USD",Other Trucks,2022,Non spécifié,"Asheville, North Carolina,  US"
"Peterbilt 536 26' Stakeside Flatbed, PX7","127,500 USD",Flatbed Trucks,2025,460,"Denver, Colorado,  US"
Mack RD688S,"28,900 USD",Dump Trucks,1998,Non spécifié,"Cincinnatti, Ohio,  US"
Freightliner M2 106,Pas de prix,Box trucks,2023,254370,"Morris, Illinois,  US"
International 4400,"20,000 USD",Dump Trucks,2012,Non spécifié,"Norwalk, California,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
International 4400,"20,000 USD",Dump Trucks,2012,Non spécifié,"Norwalk, California,  US"
RAM 2500,"45,900 USD",Flatbed Trucks,2024,Non spécifié,"Wilkesboro, North Carolina,  US"
Sterling Acterra,"34,900 USD",Dump Trucks,2009,134000,"Biloxi, New Jersey,  US"
Mack GR84F,On Request,Dump Trucks,2027,230,"Nextran Truck Centers - Miami, FL"
Hino 268A,"24,995 USD",Box trucks,2019,266718,"Nextran Truck Centers - Fort Lauderdale, FL"
Peterbilt 367,"118,750 USD",Dump Trucks,2016,435000,"Greer, South Carolina,  US"
Freightliner 114SD,Pas de prix,Flatbed Trucks,2012,177028,"North East, Maryland,  US"
Isuzu NQR,Pas de prix,Other Trucks,2016,Non spécifié,"North East, Maryland,  US"
Ford E350,Pas de prix,Box trucks,2021,104732,"North East, Maryland,  US"
Hino 338,Pas de prix,Box trucks,2016,396708,"North East, Maryland,  US"
International 4300,Pas de prix,Box trucks,2017,237198,"North East, Maryland,  US"
Freightliner M2106,Pas de prix,Box trucks,2018,469461,"Davenport, Florida,  US"
Isuzu NPR,Pas de prix,Box trucks,2012,231107,"Davenport, Florida,  US"
Chevrolet 4500,Pas de prix,Reefer Trucks,2016,232573,"Davenport, Florida,  US"
Freightliner M2106,Pas de prix,Box trucks,2016,606513,"Newnan, Georgia,  US"
RAM 5500,Pas de prix,Flatbed Trucks,2021,135846,"Davenport, Florida,  US"
Ford F800,Pas de prix,Dump Trucks,1998,130254,"Lake Worth, Texas,  US"
Klein KPT-120,Pas de prix,Other Trucks,2014,Non spécifié,"Lake Worth, Texas,  US"
Hino 268,Pas de prix,Box trucks,2017,Non spécifié,"Newnan, Georgia,  US"
Ford F800,Pas de prix,Dump Trucks,1998,130254,"Lake Worth, Texas,  US"
Freightliner M2106,Pas de prix,Box trucks,2019,283164,"Davenport, Florida,  US"
Ford F-550,Pas de prix,Dump Trucks,2018,68404,"Lake Worth, Texas,  US"
Freightliner M2106,Pas de prix,Box trucks,2017,356606,"Davenport, Florida,  US"
Case 570MXT,"27,900 USD",Skip loader trucks,2006,3380,"Santa Rosa, California,  US"
Peterbilt 365,Pas de prix,Other Trucks,2012,433188,"Davenport, Florida,  US"
Ford F-550,Pas de prix,Dump Trucks,2019,201370,"Lake Worth, Texas,  US"
Mickey 14AT,Pas de prix,Other Trucks,2010,Non spécifié,"Perris, California,  US"
Mickey 16AT-A,Pas de prix,Other Trucks,2012,Non spécifié,"Perris, California,  US"
Mickey 14AT-A,Pas de prix,Other Trucks,2008,Non spécifié,"Perris, California,  US"
Kenworth T270,Pas de prix,Box trucks,2018,Non spécifié,"Las Vegas, Nevada,  US"
International Durastar 4300,Pas de prix,Box trucks,2002,236152,"Chehalis, Washington,  US"
Mickey AT-B,Pas de prix,Other Trucks,2008,Non spécifié,"Perris, California,  US"
Freightliner M2 106,"110,000 USD",Tank Trucks,2016,42436,"Orem, Utah,  US"
Freightliner M2-106 Moving Truck 26'+5' Attic With Walk Ramp,"92,500 USD",Box trucks,2023,47381,"Denver, Colorado,  US"
Ford F-59,"72,888 USD",Box trucks,2021,983,"London, Ohio,  US"
International 4900 4x2,Pas de prix,Other Trucks,1994,169902,"Morris, Illinois,  US"
Freightliner M2 106,Pas de prix,Box trucks,2023,266141,"Morris, Illinois,  US"
Mack Granite GU713,"99,000 USD",Dump Trucks,2017,Non spécifié,"Trenton, New Jersey,  US"
Freightliner M2106,Pas de prix,Box trucks,2022,453800,"Morris, Illinois,  US"
White/GMC WG,"19,900 USD",Dump Trucks,1991,Non spécifié,"Austin, Texas,  US"
Freightliner M2,"44,900 USD",Other Trucks,2022,Non spécifié,"Asheville, North Carolina,  US"
Mack GR64F,"149,999 USD",Dump Trucks,2021,Non spécifié,"Philadelphia, Pennsylvania,  US"
Taylor-Dunn Manufacturing Company B5-440-36 Bigfoot,"5,975 USD",Other Trucks,2019,Non spécifié,"Bristol, Pennsylvania,  US"
Mack LR613,"59,900 USD",Cab & Chassis Trucks,2018,85615,"Tampa, Florida,  US"
International 4900,On Request,Dump Trucks,2001,103734,"Bealeton, Virginia,  US"
Ford F450 SD,On Request,Dump Trucks,2014,,"Greensboro, North Carolina,  US"
Isuzu NPR HD,On Request,Dump Trucks,2019,,"Greensboro, North Carolina,  US"
Chevrolet 3500HD,On Request,Flatbed Trucks,2024,,"Greensboro, North Carolina,  US"
Chevrolet SILVERADO 5500HD,On Request,Flatbed Trucks,2024,,"Greensboro, North Carolina,  US"
Ford F-800,"11,800 USD",Winch trucks,1996,Non spécifié,"Prairieville, Louisiana,  US"
Volvo VHD,"130,000 USD",Tank Trucks,2018,Non spécifié,"Lake Worth, Texas,  US"
Kenworth T680,"49,900 USD",Other Trucks,2021,Non spécifié,"Rockford,  US"
Kenworth T680,"49,900 USD",Other Trucks,2021,Non spécifié,"Rockford,  US"
Kenworth T680,"62,900 USD",Other Trucks,2021,Non spécifié,"Rockford,  US"
Kenworth T680,"52,900 USD",Other Trucks,2021,Non spécifié,"Rockford,  US"
Peterbilt 579,"59,900 USD",Other Trucks,2022,Non spécifié,"Rockford,  US"
GMC 6500 Flatbed Truck,On Request,Flatbed Trucks,1999,Non spécifié,"East West Drilling, Inc."
Mack GU713,"69,750 USD",Dump Trucks,2013,329000,"Greer, South Carolina,  US"
International 4300,Pas de prix,Box trucks,2018,406841,"North East, Maryland,  US"
International 4300,Pas de prix,Box trucks,2018,406841,"North East, Maryland,  US"
Isuzu NPR,Pas de prix,Box trucks,2015,123917,"North East, Maryland,  US"
Isuzu NPR,Pas de prix,Box trucks,2012,Non spécifié,"North East, Maryland,  US"
Isuzu NPR,Pas de prix,Box trucks,2015,139658,"North East, Maryland,  US"
Isuzu NPR,Pas de prix,Box trucks,2015,34400,"North East, Maryland,  US"
Ford F-550,Pas de prix,Flatbed Trucks,2020,117298,"North East, Maryland,  US"
International MV607,Pas de prix,Box trucks,2019,317301,"Newnan, Georgia,  US"
Mack CV713 Granite,Pas de prix,Dump Trucks,2005,617551,"North East, Maryland,  US"
CAT CT66S 8x4 Tri/A Dump Truck (Inoperable),Pas de prix,Dump Trucks,2013,Non spécifié,"Davenport, Florida,  US"
Freightliner 114SD,Pas de prix,Boom / Crane / Bucket Trucks,2018,225202,"Newnan, Georgia,  US"
RAM 3500,Pas de prix,Flatbed Trucks,2021,110061,"Lake Worth, Texas,  US"
Kenworth T400,Pas de prix,Dump Trucks,2020,207704,"Lake Worth, Texas,  US"
Freightliner M2 106,Pas de prix,Box trucks,2016,394527,"Newnan, Georgia,  US"
International 4300,Pas de prix,Box trucks,2019,95464,"Davenport, Florida,  US"
Isuzu NRR,Pas de prix,Beverage Trucks,2020,208284,"Lake Worth, Texas,  US"
Ford F-550,Pas de prix,Wood Chippers,2015,163714,"Perris, California,  US"
Isuzu Med Duty NRR,"35,000 USD",Other Trucks,2021,146000,Elite Trucks USA
Hino 268,Pas de prix,Box trucks,2019,95262,"Perris, California,  US"
Isuzu Med Duty NRR,"27,500 USD",Other Trucks,2022,169000,Elite Trucks USA
International 4300,Pas de prix,Flatbed Trucks,2019,161727,"Chehalis, Washington,  US"
International 4300,Pas de prix,Box trucks,2018,Non spécifié,"Perris, California,  US"
Ford F-350,Pas de prix,Flatbed Trucks,2014,265993,"Perris, California,  US"
Freightliner M2106,Pas de prix,Dump Trucks,2007,66449,"Perris, California,  US"
